headings,label
"
കോല്‍​ക്ക​ത്ത​യി​ല്‍ പു​തി​യ ക​പ്പ​ല്‍ ​ നി​ര്‍​മാ​ണശാ​ല
                                            
",business
നി​ര​വ​ധി ഓ​ഫ​റു​ക​ളു​മാ​യി ബി​എ​സ്‌എ​ന്‍​എ​ല്‍ മെ​ഗാ​ മേ​ള,business
ഞാന്‍ ബിക്കിനി ധരിക്കുന്നത് തടയാന്‍ സെയ്ഫ് ആരാണ് ; പൊട്ടിത്തെറിച്ച്‌ കരീന,entertainment
"
എന്റെ പ്രായം പോലും മാനിക്കാതെ ആ മൂന്ന് യുവാക്കള്‍ കിടപ്പറ പങ്കിടാന്‍ എന്നോട് ആവശ്യപ്പെട്ടു;അവരുടെ ഇഷ്ടത്തിനു വഴങ്ങാതിരുന്നതിനാല്‍ രാത്രി തന്നെ സഹായിയേയും കൂട്ടി ഇറങ്ങേണ്ടി വന്നു- ചാര്‍മിള
                                            
",entertainment
സംസ്ഥാനത്ത് സ്വര്‍ണവില കുറഞ്ഞു; ആശങ്കയൊഴിയാതെ ഉപഭോക്താക്കള്‍,business
"
ചെറുപ്പം മുതലേ അവന്റെ കൈയില്‍ എപ്പോഴും പുസ്തകം ഉണ്ടാകും; സൂര്യന് കീഴെയുള്ള എല്ലാത്തിനെക്കുറിച്ചും പൃഥ്വിരാജിനറിയാമെന്ന് ഇന്ദ്രജിത്ത്
                                            
",entertainment
ലോകകപ്പ് ടീമില്‍ ഇടം നേടുകയാണ് തന്റെ ഏറ്റവും വലിയ മോഹമെന്ന് ഓസ്‌ട്രേലിയന്‍ താരം,sports
കൃഷ്‌ണത്തിലെ പുതിയ പോസ്റ്റര്‍ പുറത്ത് വിട്ടു,entertainment
പ്രവാസി നിക്ഷേപങ്ങളെ കേരളത്തിലേക്ക് ആകര്‍ഷിക്കാന്‍ പുതിയ സംവിധാനവുമായി നോര്‍ക്ക,business
"ഏതൊരു അമ്മായി അമ്മയും ആഗ്രഹിക്കുന്ന മരുമകന്‍ തന്നെ ഷമ്മി, എന്നാല്‍ ആ ചിരിക്ക് പിന്നില്‍ ഒരു അപകടമുണ്ട്: വൈറലാകുന്ന കുറിപ്പ്",entertainment
'കലങ്ക്' ചിത്രത്തിലെ പുതിയ ടീസര്‍,entertainment
പണി പാളിയോ ? ബലേനോയെ മാരുതി സുസൂക്കി തിരികെ വിളിക്കുന്നു,business
'വാച്ച്‌മാന്‍' ചിത്രത്തിന്റെ പുതിയ പോസ്റ്റര്‍ പുറത്തുവിട്ടു,entertainment
തെലുഗ് ചിത്രം സീതയുടെ പുതിയ പോസ്റ്റര്‍ പുറത്തുവിട്ടു,entertainment
ചാംപ്യന്‍സ് ലീഗ്:  എവേ ഗോളില്‍ യുനൈറ്റഡ്; പിഎസ്ജി പുറത്ത്,sports
"പൊട്ടിത്തെറിക്കാത്ത ഗ്യാസ് സിലിണ്ടറോ? വരുന്നൂ, 'ഗോ ഗ്യാസ് എലൈറ്റ് എല്‍പിജി'",business
"മോഹന്‍ലാലിനോട് സഹായമഭ്യര്‍ത്ഥിച്ച്‌ പ്രധാനമന്ത്രി, ഉറപ്പായും ചെയ്യുമെന്ന് വാക്കു നല്‍കി സൂപ്പര്‍താരം",entertainment
കൊലപതാകത്തേക്കാള്‍ വലിയ കുറ്റമാണ് ഒത്തുകളിയെന്ന് ധോണി,sports
"
ജെറ്റ് എയര്‍വെയ്‌സിനു പിന്നാലെ സര്‍വീസുകള്‍ നിര്‍ത്തി സ്‌പൈസ്‌ജെറ്റും ഇന്‍ഡിഗോയും; വിമാന ടി
                                            
",business
"ഞാന്‍ കൊണ്ടു വന്ന നായികയാണ് നൂറിന്‍ എന്ന് ഒമറിക്ക പറഞ്ഞു, അങ്ങനെയൊക്കെയാണ് പ്രശ്‌നങ്ങളുടെ തുടക്കം; വെളിപ്പെടുത്തലുമായി നടി റോഷ്ന",entertainment
ഇന്ത്യന്‍ യുവനിരയ‌്ക്ക‌് തോല്‍വി,sports
അല്‍പവസ്ത്രധാരിയായി നടി കസ്തൂരി; തെറി വിളിയുമായി ആരാധകര്‍,entertainment
"വെടിക്കെട്ട് സെഞ്ചുറി, മാസ് തിരിച്ചുവരവുമായി വാര്‍ണര്‍",sports
'ജംഗ്‌ലി' ചിത്രം മാര്‍ച്ച്‌ 29-ന് പ്രദര്‍ശനത്തിന് എത്തും,entertainment
ടാറ്റ സ്റ്റീല്‍ വന്‍ വിഭവ സമാഹരണത്തിന് ഒരുങ്ങുന്നു; ലക്ഷ്യമിടുന്നത് 5000 കോടി രൂപ സമാഹരിക്കുന്നതിന്,business
ഐപിഎല്‍ മത്സരങ്ങളുടെ സമയ ക്രമത്തില്‍ മാറ്റമുണ്ടാകില്ല; തെരഞ്ഞെടുപ്പ് ബാധിക്കില്ലെന്നും റിപ്പോര്‍ട്ട്,sports
ഇംഗ്ലണ്ടിനെതിരായ മൂന്നാമത്തെയും അവസാനത്തെയുമായ ടി20 മത്സരത്തില്‍ വെസ്റ്റിന്‍ഡീസിന് തോല്‍വി,sports
ഇന്ത്യന്‍ വ്യോമാക്രമണത്തില്‍ കൂപ്പുകുത്തി ഓഹരി വിപണി,business
സി​ഐ​ഡി​സിയു​ടെ മൂ​ന്നു ദേ​ശീ​യ അ​വാ​ര്‍​ഡു​ക​ള്‍ അ​സ​റ്റ് ഹോം​സി​ന്,business
കിവീസിന‌് പരമ്ബര,sports
"ഇന്ത്യന്‍ ഹോക്കി താരങ്ങളോടാണ്; വിരാട് കോഹ്‌ലി മതി, ഹര്‍ദിക് പാണ്ഡ്യ വേണ്ട",sports
കാര്‍ത്തിയുടെ പുതിയ സിനിമയുടെ ചിത്രീകരണം പൂജയോടെ ചെന്നൈയില്‍ ആരംഭിച്ചു,entertainment
"വരുന്നു സാംസങ് ഗാലക്‌സി എസ് 10 , പ്രീ ബുക്കിങ് തുടങ്ങി, വില 117,900 രൂപ വരെ",business
ടിക്കറ്റ് നിരക്കുകളില്‍ എയര്‍ ഏഷ്യ ഇളവ് ഏര്‍പ്പെടുത്തി,business
"'അടൂര്‍ ഭാസി അങ്ങനെയുള്ള ഒരാളല്ല, ലളിത പറഞ്ഞത് ഞാന്‍ വിശ്വസിക്കില്ല'; കെപിഎസി ലളിതയുടെ വെളിപ്പെടുത്തലിനെക്കുറിച്ച്‌ കവിയൂര്‍ പൊന്നമ്മ",entertainment
വിമാനവിലയുടെ വിശദാംശങ്ങള്‍ ഇല്ലാതെ റഫേല്‍ ഇടപാടിലെ സിഎജി റിപ്പോര്‍ട്ട് രാജ്യസഭയില്‍; പാര്‍ലമെന്റില്‍ പ്രതിപക്ഷ ബഹളം,business
അയര്‍ലണ്ടിനെതിരെ വലിയ ജയമൊരുക്കി അഫ്ഗാനിസ്ഥാന്‍ പരമ്ബരയില്‍ മുന്നില്‍,sports
ആസ്‌ട്രേലിയക്കെതിരായ പരമ്ബരയില്‍ മാറ്റങ്ങള്‍ക്ക് ചുവട് വെച്ച്‌ ഇന്ത്യ,sports
'പൊറിഞ്ചു മറിയം ജോസ്' ചിത്രത്തിന്‍െറ പുതിയ ക്യാരക്ടര്‍ പോസ്റ്റര്‍ പുറത്തുവിട്ടു,entertainment
സെലസ്റ്റിയല്‍ ട്രോഫി ക്വാര്‍ട്ടര്‍ ഫൈനല്‍ ഫിക്സ്ച്ചറുകള്‍ അറിയാം,sports
"
എല്ലാവരും വോട്ട് ചെയ്യണം; ബിജെപിയെ പിന്തുണയ്ക്കാനില്ല;  54-ാം ജന്‍മദിനത്തില്‍ ആമിര്‍ ഖാന്‍
                                            
",entertainment
കേസരിയിലെ പുതിയ ഡയലോഗ് പ്രൊമോ വീഡിയോ പുറത്തുവിട്ടു,entertainment
"
ഗുജറാത്തിലെ ഗ്രാമങ്ങള്‍ കോണ്‍ഗ്രസിനൊപ്പം!! മോദി-ഷാ നാട്ടിലും കൈ, പ്ലാന്‍ 26 നടപ്പാക്കാന്‍ ബിജെപി
                                            
",entertainment
വന്‍താര നിരയില്‍ മമ്മൂട്ടിയും? : പുതിയ പ്രോജക്റ്റില്‍ പ്രതീക്ഷയോടെ ആരാധകര്‍,entertainment
"അശ്വിന്‍ വിളിച്ചു, പുജാര കളിച്ചു ; നേടിയത് തകര്‍പ്പന്‍ സെഞ്ചുറി",sports
ഓള്‍ ഇംഗ്ലണ്ട് ബാഡ്മിന്റണ്‍ ചാംപ്യന്‍ഷിപ്പില്‍  സൈന നെഹ് വാള്‍ പുറത്ത്,sports
ചരിത്ര നേട്ടത്തില്‍ വിന്‍ഡീസ് ഇതിഹാസത്തെ മറികടന്ന് വിരാട് കോഹ്ലി,sports
എന്തിനാണ് പാന്‍ കാര്‍ഡ്? പെര്‍മനന്റ് അക്കൗണ്ട് നമ്ബറിനെ കുറിച്ച്‌ അറിയേണ്ടതെല്ലാം,business
നാലാം ഏകദിനം; ഹിറ്റ്‌മാന്‍ ഇറങ്ങുക ധോണിയുടെ ആ റെക്കോര്‍ഡ് തകര്‍ക്കാന്‍,sports
വാഹനങ്ങള്‍ നേരിട്ടു കാണണമെന്നില്ല; ക്ലെയിമുകള്‍ക്ക് വീഡിയൊ സര്‍വേയുമായി ഭാരതി അക്സ,business
നെല്ലിന്‌ ഇന്ത്യയില്‍ ഏറ്റവും ഉയര്‍ന്ന സംഭരണവില ലഭിക്കുന്ന സംസ്ഥാനമായി കേരളം; സംഭരണവില ഒരു രൂപ വര്‍ദ്ധിപ്പിക്കാന്‍ മന്ത്രിസഭാ തീരുമാനം,business
"സ്വര്‍ണ്ണവിലയില്‍ വര്‍ദ്ധനവ്, പവന് 24,640 രൂപ",business
ഖവാജയ്ക്ക് സെഞ്ചുറി; പിന്നാലെ ഇന്ത്യയുടെ തിരിച്ചുവരവ്,sports
ആ റെക്കോര്‍ഡിലേക്ക് രോഹിത് ശര്‍മ്മയുടെ ദൂരം 46 റണ്‍സ്,sports
കേരളത്തില്‍ സ്വര്‍ണവില കുറഞ്ഞു,business
കോ​ഹ്‌​ലി​യു​ടെ സെ​ഞ്ചു​റി പാ​ഴാ​യി ; മൂന്നാം ഏകദിനത്തില്‍ ആസ്ട്രേലിയക്ക് ജയം,sports
"സൂപ്പര്‍ കപ്പ് യോഗ്യത ; ബ്ലാസ്റ്റേഴ്സിന്, ആരോസ് കടമ്ബ",sports
"
ജീവ നായകനായി എത്തുന്ന ഏറ്റവും പുതിയ ചിത്രം ""കീ"" ഏപ്രില്‍ 12-ന് പ്രദര്‍ശനത്തിന് എത്തും
                                            
",entertainment
മികച്ച ഓഫറുകളുമായി വിവോ,business
"എ എഫ് സി കപ്പ്, കൊളംബോയെ തോല്‍പ്പിച്ച്‌ ചെന്നൈയിന്‍ ഗ്രൂപ്പ് ഘട്ടത്തില്‍",sports
സൈനിക തൊപ്പി ധരിച്ച ഇന്ത്യന്‍ താരങ്ങള്‍ക്കെതിരെ പാക് മന്ത്രി; പാക് താരങ്ങള്‍ കറുത്ത ആം ബാന്‍ഡ് ധരിച്ചിറങ്ങുമെന്ന് ഭീഷണി,sports
സെന്‍സെക്‌സ് പോയിന്റ് താഴ്ന്നു : ഓഹരി വിപണി ആരംഭിച്ചത് നഷ്ടത്തില്‍,business
ഋഷഭ് പന്തിന് ഗ്രേഡ് എ കരാര്‍,sports
ഇക്കയുടെ ശകടം ഏപ്രില്‍ 26-ന് പ്രദര്‍ശനത്തിന് എത്തും,entertainment
കാക്കി അണിഞ്ഞ് ടൊവിനോ: 'കല്‍ക്കി'യുടെ ചിത്രീകരണം ആരംഭിച്ചു,entertainment
"ഡോ. ​ബി. ഗോ​വി​ന്ദ​ന്‍ പ്ര​സി​ഡ​ന്‍റ്, കെ. ​സു​രേ​ന്ദ്ര​ന്‍ ജ​ന​റ​ല്‍ സെ​ക്ര​ട്ട​റി",business
ISL 2019: തിരിച്ചടിച്ച്‌ ബെംഗലൂരു; തുടര്‍ച്ചയായ രണ്ടാം ഫൈനല്‍ കളിയ്ക്കാന്‍ ഛേത്രിയും സംഘവും,sports
ഇനി പരിശീലിപ്പിക്കാനില്ല. വിരമിക്കല്‍ പ്രഖ്യാപിച്ച്‌ ഇതിഹാസ കോച്ച്‌,sports
റിയാലിറ്റി ഷോ വെറും നാടകം; നടന്‍ ആര്യയും നടി സയേഷയും വിവാഹിതരായി,entertainment
"ടോം വടക്കന്‍ ബിജെപിയില്‍ ചേര്‍ന്നു; കോണ്‍ഗ്രസില്‍ ഞെട്ടല്‍, പുല്‍വാമ നല്‍കിയ തിരിച്ചടി",entertainment
നിങ്ങളുടെ യാത്ര ബോയിംഗ് 737 മാക്‌സിലാണോ? എങ്കില്‍ കയറുന്നതിന് മുമ്ബ് അറിഞ്ഞിരിക്കേണ്ട  കാര്യങ്,business
വിനീത് ശ്രീനിവാസന്‍ ചിത്രം മനോഹാരത്തിന്‍റെ ടൈറ്റില്‍ പോസ്റ്റര്‍ റിലീസ് ചെയ്തു,entertainment
കാറ്റില്‍ പൂങ്കാറ്റില്‍ സച്ചിനിലെ ആദ്യ ഗാനം പുറത്തിറങ്ങി.,entertainment
"
രണ്ട് ഗോള്‍, രണ്ട് അസിസ്സ്, മെസ്സി മാജിക്കില്‍ ബാഴ്സലോണ ക്വാര്‍ട്ടറില്‍
                                            
",sports
ഫൈനല്‍സ്: ഫസ്റ്റ് ലുക്ക് പോസ്റ്റര്‍ പങ്കുവെച്ച്‌ രജിഷ വിജയന്‍,entertainment
ബാഴ്‌സയും ലിവര്‍പൂളും ക്വാര്‍ട്ടറില്‍,sports
പുതിയൊരു റെക്കോര്‍ഡു കൂടി സ്വന്തമാക്കി രോഹിത് ശര്‍മ്മ; പിന്നിലാക്കിയത് ധോണിയെ,sports
ഇന്ത്യയെ ഞെട്ടിച്ച്‌ ഓസീസ്; ഖവാജയ്ക്കും ഫിഞ്ചിനും അര്‍ദ്ധ സെഞ്ച്വ‌റി,sports
സ്വര്‍ണ്ണവില വീണ്ടും കുറഞ്ഞു; നേരിയ ആശ്വാസത്തില്‍ ഉപഭോക്താക്കള്‍,business
അന്താരാഷ്ട്ര ആയുഷ് കോണ്‍ക്ലേവിന് വെള്ളിയാഴ്ച തുടക്കം; ഉദ്ഘാടനം ഗവര്‍ണറും സമാപന സമ്മേളന ഉദ്ഘാടനം മുഖ്യമന്ത്രിയും നിര്‍വഹിക്കും,business
അന്ധധുന്‍ ചൈനയില്‍ റിലീസ് ചെയ്യുന്നു,entertainment
സൂപ്പര്‍ കപ്പ് യോഗ്യതയ്ക്കായി ഇന്ത്യന്‍ ആരോസിനെ നേരിടാനൊരുങ്ങി ബ്ലാസ്റ്റേഴ്‌സ്,sports
"ധ്യാന്‍ ശ്രീനിവാസന്‍- അന്ന രേഷ്മ രാജന്‍, സച്ചിനിലെ പാട്ട് കാണാം",entertainment
ഐ ലീഗില്‍ ഇന്ന‌് കൊട്ടിക്കലാശം ; ചെന്നൈയോ ഈസ‌്റ്റ‌് ബംഗാളോ,sports
ഇളയരാജയിലെ വീഡിയോ ഗാനം പുറത്തുവിട്ടു,entertainment
കെജിഎഫ് 2ന്റെ ഷൂട്ടിംഗ്  ആരംഭിച്ചു,entertainment
ഐഎസ്‌എല്‍ ആദ്യ സെമി പോരാട്ടത്തില്‍ ബംഗലൂരുവിനെ തകര്‍ത്ത് നോര്‍ത്ത് ഈസ്റ്റ്,sports
"
""ബ്ലാസ്റ്റേഴ്സിനെ പിന്തുണച്ചത് പോലെ നാളെ ഈസ്റ്റ് ബംഗാളിനെ പിന്തുണയ്ക്കണം"" - ജോബി ജസ്റ്റിന്‍
                                            
",sports
ഗുജറാത്ത് കോണ്‍ഗ്രസ് പിടിക്കും.... ഹര്‍ദിക്ക് പട്ടേല്‍ ഗെയിം ചേഞ്ചറാകും!!,entertainment
"
സമൂഹമാധ്യമത്തില്‍ തന്റെ പേരില്‍ വന്ന വ്യാജ വാര്‍ത്ത കണ്ട് അന്തം വിട്ട് നടന്‍ സലിംകുമാര്‍
                                            
",entertainment
''ബൈക്കുകളോടാണ് എന്നും പ്രണയം: ആദ്യമായി കാശുകൊടുത്ത് വാങ്ങിച്ച വണ്ടി ഇപ്പോഴും കയ്യിലുണ്ട്'',entertainment
സെന്‍സെക്‌സ് 49 പോയിന്റ് താഴ്ന്ന് ഓഹരിവിപണിയില്‍ നഷ്ടത്തോടെ തുടക്കം,business
ക്രിസ്റ്റ്യാനോ 'ജീനിയസ്' റേണാള്‍ഡോ; ചാമ്ബ്യന്‍സ് ലീഗില്‍ യുവന്റസിന്റെ തിരിച്ചുവരവ് റോണോയുടെ ഹാട്രിക് മികവില്‍; എതിരില്ലാത്ത മൂന്നു ഗോളിന് അത്ലറ്റിക്കോ മാഡ്രിഡിനെ കീഴടക്കി ക്വാര്‍ട്ടറില്‍,sports
ബോളിവുഡ് അരങ്ങേറ്റത്തിന് ഒരുങ്ങി കീര്‍ത്തി സുരേഷ്; നായകന്‍ അജയ് ദേവ്ഗണ്‍,entertainment
"
തോല്‍വി മുന്നില്‍ക്കണ്ട് ഇന്ത്യ: 151-6 (34) ലൈവ്
                                            
",sports
വേശ്യയുടെ വേഷമായതിനാല്‍ സിനിമ സ്വീകരിക്കേണ്ടെന്ന നിലപാടിലായിരുന്നു അച്ഛനും താനും; നടി ചിത്ര,entertainment
ഖാദി വസ്ത്രങ്ങള്‍ ഓണ്‍ ലൈനായി വാങ്ങാം,business
അവസാന രണ്ട് ഏകദിനങ്ങളില്‍ നിന്ന് ധോണി പുറത്ത്; കാരണം വെളിപ്പെടുത്തി മാനേജ്‌മെന്റ്,sports
'ഞാന്‍ സത്യങ്ങള്‍ പറഞ്ഞുതുടങ്ങിയാല്‍ പലരും വെള്ളം കുടിക്കേണ്ടിവരും': മൌനം പാലിക്കുകയാണ് എന്ന് പ്രിയ വാര്യര്‍,entertainment
"""ദേവ്"" ചിത്രത്തിന്‍റെ സംപ്രേഷണാവകാശം സണ്‍ ടിവി സ്വന്തമാക്കി",entertainment
ഇന്നലെ നടന്നത് ഇന്ത്യയില്‍ ധോണിയുടെ അവസാന മത്സരം ?,sports
77 പന്തില്‍ 110 റണ്‍സ് തിരിച്ചുവരവ് മത്സരത്തില്‍ തിളങ്ങി ഡേവിഡ് വാര്‍ണര്‍,sports
മൂന്നാം വനിത 20-20 : ഇംഗ്ലണ്ടിനെതിരെ അവിശ്വസനീയ തോല്‍വിയുമായി ഇന്ത്യ,sports
റൊണാള്‍ഡോ ഒരു മായാജാലക്കാരന്‍ - മറഡോണ,sports
"ചെല്‍സിക്ക് ജയം, ആഴ്സനലിന് തോല്‍വി",sports
ഉദര സംബന്ധമായ രോഗം; സ്വിസ് ഓപ്പണില്‍ കളിക്കില്ലെന്ന് അറിയിച്ച്‌ സൈന,sports
കോ​ഹ്‌​ലി​യു​ടെ സെ​ഞ്ചു​റി പാ​ഴാ​യി ; മൂന്നാം ഏകദിനത്തില്‍ ആസ്ട്രേലിയക്ക് ജയം,sports
അശ്വനി ലൊഹാനി ചുമതലയേറ്റു,business
"
ഇന്ത്യ-പാക് സംഘര്‍ഷം; വ്യോ​മ​ഗ​താ​ഗ​തം പ്ര​തി​സ​ന്ധി​യി​ല്‍: എയര്‍ ഇന്ത്യ
                                            
",business
"7 റണ്‍സ് അകലെ ഫിഞ്ചിന് സെഞ്ചുറി നഷ്ടമായി, ഖവാജക്ക് സെഞ്ചുറി: 232-1 (37) ലൈവ്",sports
തടത്തിലെ പുതിയ ഗാനം റിലീസ് ചെയ്തു,entertainment
വേഗത്തില്‍ 8000 റണ്‍സ് തികയ്ക്കുന്ന മൂന്നാമത്തെ താരമായി രോഹിത് ശര്‍മ്മ,sports
താരപുത്രനുമായിട്ടുള്ള വിവാഹം ഉടന്‍! നടി മലൈക അറോറ വിവാഹത്തിനൊരുങ്ങുന്നു! സത്യം ഇങ്ങനെ..,entertainment
'കുമ്ബളങ്ങി നൈറ്റ്സി'ന്  ശേഷം  ഷെയ്ന്‍ നിഗം; 'ഇഷ്കി'ന്‍റെ ഫസ്റ്റ് ലുക്ക് പുറത്തുവിട്ട് മമ്മൂട്ടി,entertainment
'സച്ചിന്‍' ചിത്രത്തിന്‍െറ ആദ്യ ക്യാരക്ടര്‍ പോസ്റ്റര്‍ പുറത്തുവിട്ടു,entertainment
മൊഹാലിയില്‍ കൊടുമുടി നാട്ടി ടീം ഇന്ത്യ; പടുകൂറ്റന്‍ സ്‌കോര്‍; ഓസ്‌ട്രേലിയ വിയര്‍ക്കും,sports
അര്‍ജുനുമായുളള വിവാഹം?; ഒടുവില്‍ മൗനം വെടിഞ്ഞ് മലൈക,entertainment
റാഞ്ചിയില്‍ പട്ടാളത്തൊപ്പി ധരിച്ച്‌ ഇന്ത്യന്‍ ടീം ; മാച്ച്‌ ഫീയും സൈനികര്‍ക്ക് നല്‍കും,sports
ഇപ്പോഴും മറന്നിട്ടില്ല ബ്രോഡ് ആ പ്രഹരം; യുവിക്കതിന് മറുപടിയുമുണ്ട്‌,sports
"
ക്ലാസ്‌മേറ്റ്‌സിലെ വേഷത്തിന് വേണ്ടി കരഞ്ഞ കാവ്യ മാധവന്‍! കാവ്യയോട് ദേഷ്യപ്പെട്ടെന്ന് ലാല്‍ ജോസ്!!
                                            
",entertainment
ക്രിസ്റ്റ്യാനോ റൊണാള്‍ഡോയുടെ ആഹ്ലാദത്തിന് എതിരെ യുവേഫയുടെ നടപടി വരുന്നു,sports
ഒ​ബ്റോ​ണ്‍ മാ​ളി​ല്‍ വി​ദേ​ശ സോ​ഫാ സെ​റ്റു​ക​ളു​ടെ പ്ര​ദ​ര്‍​ശ​നം,business
"
കുമ്ബളങ്ങിയിലെ ഫ്രാങ്കിയെ കണ്ടെത്തിയതിങ്ങനെ! വൈറലായി വീഡിയോ! കാണൂ
                                            
",entertainment
സൂപ്പര്‍ ഹീറോ ചിത്രം ക്യാപ്റ്റന്‍ മാര്‍വലിന് കേരളത്തിലും വമ്ബന്‍ വരവേല്‍പ്പ്,entertainment
പുല്‍വാമയില്‍ വീരമൃത്യു വരിച്ച ജവാന്മാരുടെ ലോണ്‍ എസ്ബിഐ എഴുതിത്തള്ളും,business
അഷ്‌ക്കര്‍ സൗദാന്‍ പ്രധാന വേഷത്തിലെത്തുന്ന'മേരേ പ്യാരേ ദേശവാസിയോം'ലെ രണ്ടാമത്തെ വീഡിയോ ഗാനം റിലീസ് ചെയ്തു,entertainment
ബാഴ‌്സയ‌്ക്കും ലിവര്‍പൂളിനും ബയേണിനും ഗോള്‍ വേണം,sports
"
ഓഹരി വിപണിയില്‍ വന്‍ ഇടിവ്,രൂപയും താഴ്ന്ന നിരക്കില്‍
                                            
",business
ആര്‍മി തൊപ്പി ധരിച്ച ഇന്ത്യയ്‌ക്കെതിരെ നടപടിയെടുക്കണമെന്ന് പാക്കിസ്ഥാന്‍,sports
ബോയിംഗ് 737 മാക്സ് 8 അപകടം; വി​മാ​ന​ക്ക​ന്പ​നി​ക​ള്‍ പു​ന​ര്‍​ചി​ന്ത​ന​ത്തി​ന്,business
മോബിക്വിക്ക് ആപ്പ് 20 രൂപയ്ക്ക് ലൈഫ് ഇന്‍ഷുറന്‍സ് നല്‍കുന്നു,business
സംസ്ഥാനത്ത് സ്വര്‍ണവിലയില്‍ ഇന്ന് വര്‍ദ്ധനവ്; പവന് 80 രൂപ കൂടി,business
"
സോഷ്യല്‍ മീഡിയയില്‍ സജീവമായി വീണ്ടും പാര്‍വതി
                                            
",entertainment
വാഹന രജിസ്‌ട്രേഷന് ഇനി റോഡ് സുരക്ഷാ സെസും; ഇരുചക്ര വാഹനങ്ങളും ഓട്ടോറിക്ഷകളും 500 രൂപയും മറ്റു വാഹനങ്ങള്‍ 1000 രൂപയും സെസ്സ് നല്‍കണം,business
വനിതാദിനത്തില്‍ കൈത്താങ്ങുമായി വനിത ശിശുവികസന വകുപ്പ്,business
ഇറാനുമായുള്ള ഇടപാടിന് ഐഡിബിഐ ബാങ്കിന് പ​ണ​കൈ​മാ​റ്റ അനുമതി; നടപടി ഇ​രു​ഭാ​ഗ​ത്തേ​ക്ക​മു​ള്ള വ്യാ​പാ​ര​ബ​ന്ധം വ​ര്‍​ധി​പ്പി​ക്കു​ന്ന​തി​നു​വേ​ണ്ടി,business
ആര്‍ബിഐയുടെ ഇടക്കാല ഡിവിഡന്റ് സര്‍ക്കാരിന് കൈമാറുന്നത് സംബന്ധിച്ച തീരുമാനം ഇന്നെടുക്കും,business
അക്ഷയ് കുമാര്‍ ചിത്രം സൂര്യവന്‍ഷിയുടെ പുതിയ പോസ്റ്റര്‍ പുറത്തിറങ്ങി,entertainment
കിംഗ്സ് കപ്പ് കളിക്കാന്‍ ഇന്ത്യ ; മത്സരം ജൂണില്‍,sports
സെലിബ്രിറ്റികള്‍ക്ക് മോദി വക ട്വീറ്റ് ; അപേക്ഷ സ്വീകരിച്ച്‌ മോഹന്‍ലാല്‍,entertainment
'ലൂസിഫര്‍' ചിത്രത്തിലെ പുതിയ സ്റ്റില്‍ പുറത്തുവിട്ടു,entertainment
"ആരടിക്കും കൂറ്റന്‍ സിക്‌സ്: സിക്സര്‍ ചലഞ്ചില്‍ പങ്കെടുത്ത് ധോണി, ധവാന്‍, ജഡേജ, റായുഡു",sports
കരുതിയിരുന്നോളൂ.. നിങ്ങളുടെ പല രഹസ്യങ്ങളും ഗൂഗിളിന് അറിയാം; സൂക്ഷിച്ചാല്‍ ​ദു:ഖിക്കേണ്ട,business
"
പ്രശ്നങ്ങള്‍ പരിഹരിച്ചാല്‍ മാത്രമെ ഇനി കളിക്കു എന്ന് ഗോകുലം അടക്കം 7 ഐലീഗ് ക്ലബുകള്‍!!
                                            
",sports
ദമ്ബതികളായി ദിലീപും അനു സിത്താരയും;'ശുഭരാത്രി'യുടെ ലൊക്കേഷന്‍ ചിത്രങ്ങള്‍ പുറത്ത്,entertainment
ഓഹരി വിപണിയില്‍ നഷ്ടത്തോടെ തുടക്കം... സെന്‍സെക്‌സ് 36 പോയന്റും നിഫ്റ്റി 15 പോയന്റും ഇടിവോടെ് വ്യാപാരം തുടങ്ങി,business
ശിവകാമി ദേവി ഇനി പഴങ്കഥ; പോണ്‍ നടിയായി രമ്യാ കൃഷ്ണന്‍; ഞെട്ടലോടെ ആരാധകര്‍,entertainment
'ജൂലൈ കാറ്റ്റില്‍' എന്ന ചിത്രത്തിന്‍റെ സ്നീക് പീക് വീഡിയോ,entertainment
"ഇന്ധനവിലയില്‍ വീണ്ടും വര്‍ദ്ധനവ്, പെട്രോളിന് 14 പൈസയും ഡീസലിന് 15 പൈസയും വര്‍ദ്ധിച്ചു",business
ദി​ലീ​പി​ന്റെ ശു​ഭ​രാ​ത്രി എ​റ​ണാ​കു​ള​ത്ത്,entertainment
ഡോളറിന് 70 രൂപ,business
ഇന്ത്യ-ഓസിസ് അവസാന മത്സരം ഇന്ന്,sports
'മൊബൈല്‍ ബൊണാണ്‍സ'; സ്മാര്‍ട്ട് ഫോണുകള്‍ക്ക് കിടിലന്‍ ഓഫറുമായി ഫ്‌ളിപ്പ്കാര്‍ട്ട്,business
ലൂസിഫറിലെ ലൊക്കേഷന്‍ സ്റ്റില്‍ പുറത്തുവിട്ടു,entertainment
"മൊഹാലിയില്‍ സെഞ്ചുറിയുമായി ധവാന്‍, ഇന്ത്യ കൂറ്റന്‍ സ്കോറിലേക്ക്",sports
